Time,Acelerometer,Gyroscope,Magnetometer
00:33:25,"[-0.072021, 0.022949, 0.992432]","[0.946045, -0.12207, 0.0]","[61.072009, 58.414692, -73.183093]"
00:33:26,"[-0.073242, 0.022461, 0.991699]","[1.098633, -0.366211, 0.244141]","[61.606166, 57.164225, -73.010897]"
00:33:27,"[-0.075928, 0.021729, 0.996338]","[1.068115, -0.427246, 0.0]","[62.140324, 59.129245, -71.461138]"
00:33:28,"[-0.070312, 0.019287, 0.994873]","[1.068115, -0.366211, 0.030518]","[60.537851, 58.950607, -71.288942]"
00:33:29,"[-0.069336, 0.022461, 0.994385]","[1.281738, -0.396729, 0.12207]","[61.784219, 58.414692, -72.838702]"
00:33:30,"[-0.07373, 0.02124, 0.99292]","[0.915527, -0.488281, 0.091553]","[61.428114, 58.414692, -72.14992]"
00:33:31,"[-0.07666, 0.016357, 0.991943]","[1.098633, -0.244141, -0.091553]","[61.962271, 57.164225, -71.977724]"
00:33:32,"[-0.073242, 0.022461, 0.989014]","[1.00708, -0.335693, 0.091553]","[61.428114, 59.843798, -71.805529]"
00:33:33,"[-0.074707, 0.02417, 0.991699]","[1.190186, -0.274658, -0.12207]","[60.715904, 57.700139, -73.183093]"
00:33:34,"[-0.069336, 0.022461, 0.99585]","[1.00708, -0.091553, 0.0]","[62.496429, 58.414692, -73.183093]"
00:33:35,"[-0.071045, 0.01709, 0.998047]","[0.854492, -0.213623, -0.061035]","[61.428114, 58.057416, -73.183093]"
00:33:36,"[-0.070068, 0.018555, 0.998535]","[1.12915, -0.244141, 0.0]","[61.606166, 57.878777, -71.633333]"
00:33:37,"[-0.073975, 0.024414, 0.994873]","[1.098633, -0.579834, 0.030518]","[62.140324, 59.486521, -73.183093]"
00:33:38,"[-0.072754, 0.02002, 0.990479]","[0.976562, -0.701904, 0.030518]","[61.428114, 58.414692, -72.14992]"
00:33:39,"[-0.072021, 0.022217, 0.996094]","[1.098633, -0.183105, 0.030518]","[60.537851, 58.236054, -73.010897]"
00:33:40,"[-0.073242, 0.023926, 0.992676]","[1.12915, -0.091553, 0.0]","[61.072009, 59.486521, -71.461138]"
00:33:41,"[-0.072754, 0.022949, 0.996338]","[1.159668, -0.183105, 0.183105]","[60.893956, 58.950607, -71.288942]"
00:33:42,"[-0.070557, 0.020264, 0.986328]","[1.373291, -0.335693, 0.030518]","[62.140324, 59.129245, -71.805529]"
00:33:43,"[-0.074951, 0.015137, 0.998291]","[0.976562, -0.274658, -0.061035]","[62.140324, 58.057416, -72.494311]"
00:33:44,"[-0.074463, 0.02124, 0.991699]","[1.068115, -0.183105, 0.152588]","[62.852534, 58.414692, -72.14992]"
00:33:45,"[-0.07251, 0.021729, 0.989502]","[1.281738, -0.152588, -0.061035]","[62.496429, 58.057416, -71.461138]"
00:33:46,"[-0.069092, 0.021484, 0.993652]","[1.00708, -0.427246, 0.0]","[61.606166, 59.307883, -71.633333]"
00:33:47,"[-0.072754, 0.02124, 0.99292]","[1.098633, -0.518799, 0.152588]","[60.715904, 58.057416, -71.116747]"
00:33:48,"[-0.073242, 0.024902, 0.99707]","[1.251221, -0.152588, 0.061035]","[60.893956, 58.59333, -73.355288]"
00:33:49,"[-0.072998, 0.020264, 0.991699]","[1.159668, -0.518799, 0.0]","[62.674481, 57.521501, -72.666506]"
00:33:50,"[-0.07373, 0.027344, 0.986816]","[1.159668, -0.183105, -0.091553]","[61.784219, 58.057416, -72.494311]"
00:33:51,"[-0.070801, 0.022705, 0.992432]","[0.88501, -0.152588, -0.030518]","[60.893956, 58.950607, -72.322115]"
00:33:52,"[-0.070068, 0.022705, 0.991943]","[0.976562, -0.274658, 0.213623]","[61.784219, 58.414692, -71.116747]"
00:33:53,"[-0.071533, 0.019531, 1.000977]","[1.281738, -0.213623, 0.091553]","[62.496429, 58.057416, -73.183093]"
00:33:54,"[-0.074707, 0.015625, 0.996094]","[1.190186, -0.488281, -0.305176]","[61.250061, 58.236054, -71.977724]"
00:33:55,"[-0.072266, 0.019775, 0.988037]","[1.037598, -0.396729, -0.152588]","[62.318376, 59.307883, -72.322115]"
00:33:56,"[-0.07251, 0.022217, 0.993652]","[1.190186, -0.457764, 0.091553]","[62.318376, 57.878777, -71.288942]"
00:33:57,"[-0.073975, 0.019775, 0.990234]","[1.068115, -0.518799, -0.12207]","[62.140324, 58.414692, -72.838702]"
00:33:58,"[-0.075195, 0.021484, 0.990723]","[0.946045, -0.305176, 0.030518]","[63.386691, 58.59333, -70.944551]"
00:33:59,"[-0.069092, 0.018555, 0.990479]","[1.403809, -0.549316, 0.030518]","[63.386691, 57.164225, -71.633333]"
00:34:00,"[-0.074951, 0.023682, 0.994141]","[1.098633, -0.579834, 0.061035]","[61.072009, 58.771968, -72.14992]"
00:34:01,"[-0.074463, 0.020264, 0.992432]","[1.098633, -0.396729, -0.030518]","[61.962271, 58.59333, -73.355288]"
00:34:02,"[-0.075195, 0.019043, 0.992432]","[0.976562, -0.274658, 0.0]","[61.250061, 57.521501, -71.633333]"
00:34:04,"[-0.069824, 0.019043, 0.986328]","[1.281738, -0.579834, 0.091553]","[62.496429, 58.771968, -73.871875]"
00:34:05,"[-0.072266, 0.019043, 0.989258]","[1.00708, -0.427246, -0.183105]","[63.030586, 60.022436, -73.355288]"
00:34:06,"[-0.070801, 0.022949, 0.993408]","[0.915527, -0.305176, 0.030518]","[60.893956, 60.022436, -73.010897]"
00:34:07,"[-0.071289, 0.019287, 0.992432]","[0.732422, -0.396729, 0.0]","[62.496429, 59.129245, -73.183093]"
00:34:08,"[-0.071777, 0.022949, 0.991455]","[1.098633, -0.12207, 0.12207]","[62.852534, 58.414692, -72.494311]"
00:34:09,"[-0.071777, 0.021973, 0.989258]","[1.159668, -0.274658, 0.030518]","[62.318376, 59.307883, -70.60016]"
00:34:10,"[-0.06958, 0.022705, 0.994873]","[1.312256, -0.549316, -0.061035]","[61.606166, 56.806948, -72.666506]"
00:34:11,"[-0.067139, 0.019043, 0.994629]","[0.823975, -0.518799, -0.061035]","[61.072009, 58.414692, -72.838702]"
00:34:12,"[-0.073975, 0.015137, 0.990479]","[1.068115, -0.152588, 0.091553]","[61.606166, 57.521501, -72.322115]"
00:34:13,"[-0.075195, 0.022217, 0.991943]","[0.854492, -0.610352, 0.061035]","[61.428114, 56.985586, -72.838702]"
00:34:14,"[-0.072754, 0.019775, 0.995605]","[1.190186, -0.305176, 0.12207]","[62.318376, 59.307883, -70.944551]"
00:34:15,"[-0.072754, 0.02124, 0.991943]","[1.312256, -0.518799, -0.061035]","[62.496429, 58.414692, -73.527484]"
00:34:16,"[-0.071045, 0.021973, 0.988525]","[0.946045, -0.305176, -0.030518]","[61.784219, 59.486521, -73.183093]"
00:34:17,"[-0.072021, 0.022461, 0.989014]","[0.976562, -0.305176, -0.030518]","[61.606166, 57.521501, -71.288942]"
00:34:18,"[-0.069092, 0.022217, 0.993408]","[1.159668, -0.305176, -0.091553]","[60.893956, 59.307883, -72.322115]"
00:34:19,"[-0.07373, 0.020996, 0.98999]","[1.190186, -0.183105, 0.091553]","[60.537851, 57.878777, -70.944551]"
00:34:20,"[-0.073486, 0.022461, 0.991455]","[0.976562, -0.335693, 0.030518]","[61.428114, 60.201074, -71.461138]"
00:34:21,"[-0.074219, 0.023438, 0.996826]","[1.159668, -0.274658, 0.030518]","[61.606166, 58.59333, -73.010897]"
00:34:22,"[-0.071289, 0.022949, 0.99707]","[1.068115, -0.335693, 0.061035]","[62.496429, 59.129245, -71.805529]"
00:34:23,"[-0.072021, 0.020508, 0.991699]","[1.068115, -0.244141, 0.091553]","[60.003694, 59.129245, -72.494311]"
00:34:24,"[-0.071533, 0.023682, 0.996826]","[1.190186, -0.213623, 0.0]","[63.208639, 57.342863, -72.838702]"
00:34:25,"[-0.072266, 0.02002, 0.990723]","[1.251221, -0.549316, 0.0]","[61.428114, 58.057416, -73.183093]"
00:34:26,"[-0.071533, 0.020752, 0.988037]","[0.915527, -0.427246, -0.030518]","[61.962271, 57.521501, -71.977724]"
00:34:27,"[-0.072754, 0.021729, 1.009033]","[0.732422, -0.396729, 0.030518]","[63.030586, 57.521501, -71.977724]"
00:34:28,"[-0.07251, 0.019287, 0.992188]","[1.312256, -0.213623, 0.091553]","[62.318376, 58.236054, -72.322115]"
00:34:29,"[-0.071533, 0.022217, 0.995361]","[1.190186, -0.335693, 0.0]","[62.318376, 57.521501, -72.322115]"
00:34:30,"[-0.074707, 0.019287, 1.0]","[0.854492, -0.427246, -0.061035]","[63.208639, 58.057416, -73.183093]"
00:34:31,"[-0.073242, 0.022949, 0.995605]","[1.12915, -0.457764, 0.335693]","[60.893956, 58.236054, -74.388462]"
00:34:32,"[-0.07251, 0.02002, 0.988037]","[1.00708, -0.518799, 0.0]","[61.606166, 57.878777, -71.977724]"
00:34:33,"[-0.07373, 0.027588, 0.990723]","[1.098633, -0.274658, -0.12207]","[61.250061, 57.878777, -71.633333]"
00:34:34,"[-0.07373, 0.02124, 0.991943]","[1.037598, -0.213623, -0.12207]","[62.496429, 57.342863, -71.461138]"
00:34:35,"[-0.075684, 0.016846, 0.993652]","[1.037598, -0.274658, -0.183105]","[62.140324, 58.057416, -72.838702]"
00:34:36,"[-0.074219, 0.020264, 0.990234]","[1.037598, -0.244141, -0.12207]","[61.072009, 58.414692, -72.494311]"
00:34:37,"[-0.072998, 0.020752, 0.998535]","[0.88501, -0.549316, -0.061035]","[61.962271, 58.950607, -72.666506]"
00:34:38,"[-0.075928, 0.019287, 0.993652]","[0.976562, -0.152588, 0.0]","[62.674481, 59.307883, -72.666506]"
00:34:39,"[-0.072266, 0.019043, 0.988281]","[1.159668, -0.244141, 0.244141]","[61.606166, 59.665159, -71.288942]"
00:34:40,"[-0.07373, 0.02124, 0.998535]","[1.159668, 0.030518, 0.030518]","[62.140324, 57.342863, -73.183093]"
00:34:41,"[-0.07373, 0.02002, 0.992432]","[1.12915, 0.0, -0.091553]","[62.318376, 56.449672, -72.666506]"
00:34:42,"[-0.076416, 0.022949, 0.996582]","[1.00708, -0.457764, 0.030518]","[61.072009, 58.771968, -73.527484]"
00:34:43,"[-0.075928, 0.018311, 0.992676]","[1.098633, -0.823975, 0.030518]","[62.496429, 57.342863, -73.183093]"
00:34:44,"[-0.073975, 0.02002, 0.990234]","[1.00708, -0.549316, 0.0]","[63.030586, 59.307883, -71.633333]"
00:34:45,"[-0.071533, 0.021484, 0.995117]","[1.00708, 0.061035, -0.091553]","[62.140324, 56.62831, -73.183093]"
00:34:47,"[-0.075928, 0.019775, 0.996338]","[1.373291, -0.518799, 0.030518]","[61.606166, 58.950607, -70.60016]"
00:34:48,"[-0.070557, 0.01709, 0.990479]","[1.342773, -0.396729, 0.061035]","[61.428114, 58.771968, -71.461138]"
00:34:49,"[-0.076904, 0.023926, 0.999512]","[1.12915, -0.274658, 0.030518]","[61.606166, 58.950607, -70.944551]"
00:34:50,"[-0.072754, 0.018311, 0.992188]","[1.037598, -0.335693, 0.152588]","[62.496429, 58.771968, -70.772356]"
00:34:51,"[-0.076172, 0.021729, 0.993164]","[1.220703, -0.396729, -0.030518]","[61.072009, 59.129245, -71.805529]"
00:34:52,"[-0.070312, 0.023438, 0.999268]","[0.823975, -0.610352, 0.213623]","[62.318376, 59.665159, -73.699679]"
00:34:53,"[-0.075684, 0.022949, 0.993164]","[1.00708, -0.152588, -0.12207]","[61.962271, 57.878777, -73.010897]"
00:34:54,"[-0.071045, 0.021973, 0.991699]","[1.342773, 0.030518, -0.091553]","[60.537851, 58.950607, -72.322115]"
00:34:55,"[-0.074219, 0.019531, 0.994385]","[1.098633, -0.305176, -0.152588]","[61.428114, 58.057416, -71.805529]"
00:34:56,"[-0.072998, 0.025635, 0.992676]","[1.12915, -0.030518, 0.12207]","[61.784219, 59.486521, -74.216266]"
00:34:57,"[-0.071045, 0.020996, 0.993896]","[0.854492, -0.274658, -0.061035]","[61.962271, 58.236054, -72.666506]"
00:34:58,"[-0.07251, 0.021484, 0.997314]","[0.946045, -0.396729, 0.091553]","[60.359799, 59.486521, -72.838702]"
00:34:59,"[-0.070557, 0.024902, 0.994141]","[1.312256, -0.366211, 0.091553]","[61.250061, 58.236054, -72.322115]"
00:35:00,"[-0.072266, 0.020996, 0.987061]","[0.946045, 0.030518, 0.213623]","[61.072009, 58.414692, -71.116747]"
00:35:01,"[-0.067871, 0.026123, 0.989258]","[1.159668, -0.640869, -0.183105]","[61.784219, 58.057416, -71.461138]"
00:35:02,"[-0.070068, 0.022217, 0.996094]","[1.068115, -0.701904, 0.091553]","[61.606166, 57.521501, -72.322115]"
00:35:03,"[-0.068115, 0.019775, 0.992188]","[1.037598, -0.091553, 0.091553]","[60.715904, 58.771968, -72.494311]"
00:35:04,"[-0.072754, 0.022705, 0.994141]","[0.946045, -0.640869, 0.061035]","[60.537851, 58.59333, -71.977724]"
00:35:05,"[-0.074219, 0.021973, 0.986572]","[1.312256, -0.335693, 0.091553]","[61.250061, 57.878777, -72.322115]"
00:35:06,"[-0.072754, 0.021484, 0.988281]","[1.098633, -0.610352, 0.12207]","[62.852534, 58.057416, -71.805529]"
00:35:07,"[-0.072021, 0.020752, 0.986816]","[1.12915, -0.396729, -0.091553]","[61.250061, 58.950607, -71.633333]"
00:35:08,"[-0.071533, 0.024658, 0.991699]","[1.159668, -0.549316, 0.183105]","[61.962271, 57.521501, -73.699679]"
00:35:09,"[-0.076904, 0.021973, 0.992432]","[1.373291, -0.244141, 0.030518]","[61.250061, 58.236054, -72.666506]"
00:35:10,"[-0.071533, 0.014648, 0.992676]","[0.762939, -0.518799, 0.061035]","[59.291484, 58.771968, -75.59383]"
00:35:11,"[-0.086182, 0.026611, 1.019531]","[0.793457, -0.701904, -0.12207]","[57.510958, 60.915627, -81.448478]"
00:35:12,"[-0.075195, 0.023193, 0.994385]","[0.915527, -0.579834, 0.0]","[58.045116, 61.808818, -79.554327]"
00:35:13,"[-0.078125, 0.019043, 0.992432]","[1.00708, 0.274658, 0.0]","[58.401221, 62.880647, -77.487981]"
00:35:14,"[-0.080811, 0.020508, 0.98999]","[1.190186, -0.427246, -0.274658]","[58.757326, 61.808818, -79.554327]"
00:35:15,"[-0.079346, 0.021729, 0.994141]","[1.037598, -0.366211, 0.030518]","[58.223168, 60.915627, -79.03774]"
00:35:16,"[-0.081055, 0.023438, 0.996094]","[1.00708, -0.457764, -0.091553]","[58.401221, 60.379712, -78.865545]"
00:35:17,"[-0.078613, 0.019531, 0.987793]","[1.068115, 0.030518, 0.061035]","[58.045116, 61.808818, -79.554327]"
00:35:18,"[-0.078369, 0.025391, 0.989014]","[0.854492, -0.244141, -0.244141]","[57.689011, 62.166094, -78.176763]"
00:35:19,"[-0.077637, 0.020264, 0.98877]","[1.037598, -0.396729, -0.061035]","[58.401221, 61.808818, -79.554327]"
00:35:20,"[-0.081299, 0.018799, 0.993652]","[0.976562, -0.457764, 0.0]","[57.332906, 60.736989, -79.209936]"
00:35:21,"[-0.081055, 0.020508, 0.995605]","[1.098633, -0.640869, 0.061035]","[58.757326, 61.451542, -79.898718]"
00:35:22,"[-0.077881, 0.022217, 0.997803]","[1.037598, -0.091553, -0.030518]","[58.579274, 63.059285, -79.03774]"
00:35:23,"[-0.081055, 0.02417, 0.987305]","[1.220703, -0.701904, 0.091553]","[56.442643, 61.987456, -78.693349]"
00:35:24,"[-0.080811, 0.019287, 0.987793]","[1.251221, -0.396729, 0.061035]","[59.113431, 62.880647, -78.865545]"
00:35:25,"[-0.081543, 0.023926, 0.992188]","[0.976562, -0.335693, 0.030518]","[58.401221, 61.451542, -79.554327]"
00:35:26,"[-0.07666, 0.020752, 0.990967]","[1.098633, -0.152588, 0.091553]","[57.867063, 63.773838, -78.004567]"
00:35:27,"[-0.081299, 0.019043, 0.991943]","[1.159668, -0.549316, 0.12207]","[56.620696, 62.880647, -79.209936]"
00:35:28,"[-0.075928, 0.024658, 0.989746]","[1.037598, -0.823975, -0.061035]","[57.154853, 61.987456, -79.726522]"
00:35:30,"[-0.07251, 0.018311, 0.997314]","[1.068115, -0.366211, 0.12207]","[56.442643, 62.344733, -80.070913]"
00:35:31,"[-0.070557, 0.023193, 0.990234]","[1.190186, -0.366211, 0.061035]","[57.332906, 62.880647, -78.176763]"
00:35:32,"[-0.076172, 0.020508, 0.992432]","[0.762939, -0.549316, -0.12207]","[57.510958, 61.987456, -80.070913]"
00:35:33,"[-0.069824, 0.018799, 0.995605]","[1.190186, -0.457764, 0.183105]","[57.689011, 63.237924, -79.554327]"
00:35:34,"[-0.067383, 0.02124, 0.992188]","[0.946045, -0.427246, -0.183105]","[58.045116, 62.523371, -79.898718]"
00:35:35,"[-0.07666, 0.01709, 0.99292]","[1.098633, -0.305176, -0.030518]","[56.086538, 60.915627, -79.03774]"
00:35:36,"[-0.076904, 0.023682, 0.992676]","[0.854492, -0.244141, -0.12207]","[57.154853, 61.987456, -77.660176]"
00:35:37,"[-0.070312, 0.019531, 0.993652]","[0.671387, -0.213623, 0.12207]","[58.757326, 61.094265, -79.209936]"
00:35:38,"[-0.07251, 0.02124, 0.995361]","[1.098633, -0.183105, 0.061035]","[57.867063, 63.416562, -79.03774]"
00:35:39,"[-0.072998, 0.022217, 0.99292]","[1.098633, -0.671387, 0.152588]","[57.154853, 62.702009, -78.004567]"
00:35:40,"[-0.07373, 0.018066, 0.989258]","[1.159668, -0.274658, -0.061035]","[57.332906, 61.451542, -79.209936]"
00:35:41,"[-0.071045, 0.02002, 0.991455]","[1.00708, -0.305176, 0.091553]","[57.510958, 62.702009, -79.03774]"
00:35:42,"[-0.072266, 0.024414, 0.99292]","[1.159668, -0.213623, -0.061035]","[56.976801, 62.880647, -78.521154]"
00:35:43,"[-0.07251, 0.020996, 0.994629]","[1.037598, -0.610352, 0.030518]","[58.935379, 61.272903, -79.382131]"
00:35:44,"[-0.069336, 0.020508, 0.996826]","[0.88501, -0.396729, 0.030518]","[57.689011, 61.808818, -79.554327]"
00:35:45,"[-0.072266, 0.020752, 0.995605]","[1.12915, -0.396729, 0.061035]","[56.620696, 63.5952, -78.865545]"
00:35:46,"[-0.075195, 0.019043, 0.993408]","[1.220703, -0.640869, 0.12207]","[57.867063, 61.63018, -80.415304]"
00:35:47,"[-0.075684, 0.022705, 0.994629]","[1.190186, -0.488281, 0.183105]","[57.510958, 62.344733, -77.315785]"
00:35:48,"[-0.075195, 0.024414, 0.99707]","[1.00708, -0.457764, 0.244141]","[58.935379, 62.344733, -79.382131]"
00:35:49,"[-0.071533, 0.017822, 0.993164]","[1.037598, -0.518799, 0.061035]","[61.072009, 58.057416, -73.527484]"
00:35:50,"[-0.073486, 0.020264, 0.992676]","[0.946045, -0.671387, -0.183105]","[60.537851, 59.307883, -73.355288]"
00:35:51,"[-0.074463, 0.019043, 0.995117]","[0.88501, -0.610352, 0.274658]","[61.072009, 60.558351, -73.183093]"
00:35:52,"[-0.072998, 0.02124, 0.994873]","[1.098633, -0.640869, 0.091553]","[60.537851, 59.307883, -73.699679]"
00:35:53,"[-0.075439, 0.022217, 0.993896]","[1.251221, -0.366211, 0.091553]","[59.469536, 58.950607, -72.666506]"
00:35:54,"[-0.073242, 0.022949, 0.995117]","[1.190186, -0.244141, -0.061035]","[59.469536, 59.665159, -74.388462]"
00:35:55,"[-0.070312, 0.021729, 0.989258]","[1.220703, -0.396729, 0.12207]","[59.825641, 58.950607, -71.977724]"
00:35:56,"[-0.072998, 0.020996, 0.989502]","[1.00708, -0.427246, 0.030518]","[58.401221, 57.878777, -73.699679]"
00:35:57,"[-0.072021, 0.02124, 0.999023]","[0.976562, -0.457764, -0.030518]","[60.181746, 59.665159, -73.355288]"
00:35:58,"[-0.072998, 0.018799, 0.985352]","[1.098633, -0.213623, 0.305176]","[59.825641, 59.665159, -73.699679]"
00:35:59,"[-0.069336, 0.024658, 0.996582]","[0.976562, -0.213623, 0.0]","[60.893956, 59.665159, -73.699679]"
00:36:00,"[-0.074219, 0.020752, 0.994873]","[0.976562, 0.091553, 0.091553]","[59.647589, 60.201074, -72.494311]"
00:36:01,"[-0.069092, 0.022461, 0.991211]","[1.098633, -0.518799, -0.030518]","[60.359799, 60.558351, -73.183093]"
00:36:02,"[-0.073486, 0.016602, 0.992676]","[0.946045, -0.427246, -0.12207]","[58.935379, 58.771968, -73.527484]"
00:36:03,"[-0.07251, 0.021484, 0.994629]","[0.976562, -0.335693, -0.091553]","[61.250061, 57.164225, -74.388462]"
00:36:04,"[-0.073486, 0.018799, 0.991455]","[1.220703, -0.396729, -0.213623]","[60.181746, 58.236054, -73.010897]"
00:36:05,"[-0.073242, 0.017334, 0.992188]","[1.220703, -0.366211, -0.030518]","[60.359799, 60.558351, -72.838702]"
00:36:06,"[-0.072021, 0.021973, 0.996094]","[0.701904, -0.183105, 0.0]","[60.359799, 59.843798, -73.527484]"
00:36:07,"[-0.071533, 0.020752, 0.993408]","[1.068115, -0.488281, 0.274658]","[61.072009, 59.843798, -72.494311]"
00:36:08,"[-0.068115, 0.022705, 0.993652]","[1.068115, -0.244141, -0.030518]","[60.893956, 59.307883, -73.355288]"
00:36:09,"[-0.075195, 0.018799, 0.992676]","[0.976562, -0.457764, 0.030518]","[61.072009, 59.486521, -74.216266]"
00:36:10,"[-0.07251, 0.022705, 0.996094]","[0.976562, -0.335693, 0.030518]","[60.715904, 60.558351, -74.216266]"
